,arr_delay,name
31556,-17.0,Delta Air Lines Inc.
31557,4.0,Delta Air Lines Inc.
31558,14.0,Delta Air Lines Inc.
31559,-9.0,United Air Lines Inc.
31560,-29.0,Delta Air Lines Inc.
31561,-44.0,United Air Lines Inc.
31562,-31.0,Mesa Airlines Inc.
31563,15.0,Delta Air Lines Inc.
31565,-23.0,Delta Air Lines Inc.
31566,-24.0,American Airlines Inc.
31567,-18.0,JetBlue Airways
31568,-19.0,ExpressJet Airlines Inc.
31569,4.0,United Air Lines Inc.
31570,-9.0,JetBlue Airways
31571,-23.0,JetBlue Airways
31572,-20.0,ExpressJet Airlines Inc.
31573,-14.0,Envoy Air
31574,-12.0,United Air Lines Inc.
31575,-33.0,JetBlue Airways
31576,89.0,United Air Lines Inc.
31577,0.0,ExpressJet Airlines Inc.
31578,44.0,United Air Lines Inc.
31579,-20.0,JetBlue Airways
31580,25.0,Southwest Airlines Co.
31581,-13.0,United Air Lines Inc.
31582,-20.0,United Air Lines Inc.
31583,-16.0,Envoy Air
31584,-30.0,Endeavor Air Inc.
31585,-24.0,JetBlue Airways
31586,-11.0,JetBlue Airways
31587,-38.0,United Air Lines Inc.
31588,-44.0,Delta Air Lines Inc.
31589,-21.0,American Airlines Inc.
31590,-14.0,JetBlue Airways
31591,63.0,ExpressJet Airlines Inc.
31592,21.0,Endeavor Air Inc.
31593,-37.0,Endeavor Air Inc.
31594,26.0,Endeavor Air Inc.
31595,30.0,ExpressJet Airlines Inc.
31596,-34.0,JetBlue Airways
31597,22.0,JetBlue Airways
31598,-14.0,JetBlue Airways
31599,-21.0,ExpressJet Airlines Inc.
31600,-22.0,Delta Air Lines Inc.
31601,10.0,JetBlue Airways
31602,6.0,JetBlue Airways
31603,-17.0,United Air Lines Inc.
31604,2.0,Endeavor Air Inc.
31605,-27.0,ExpressJet Airlines Inc.
31606,-34.0,JetBlue Airways
31607,-21.0,ExpressJet Airlines Inc.
31608,-26.0,Envoy Air
31609,-27.0,JetBlue Airways
31610,-31.0,JetBlue Airways
31611,-8.0,American Airlines Inc.
31612,-21.0,ExpressJet Airlines Inc.
31613,-12.0,United Air Lines Inc.
31614,-18.0,JetBlue Airways
31615,-18.0,JetBlue Airways
31616,-7.0,JetBlue Airways
31617,-12.0,JetBlue Airways
31618,-10.0,JetBlue Airways
31620,-25.0,JetBlue Airways
31621,-18.0,United Air Lines Inc.
31622,-8.0,JetBlue Airways
31623,-35.0,American Airlines Inc.
31624,-26.0,United Air Lines Inc.
31625,-28.0,JetBlue Airways
31626,-20.0,American Airlines Inc.
31627,-39.0,United Air Lines Inc.
31628,-10.0,US Airways Inc.
31629,-13.0,ExpressJet Airlines Inc.
31630,-1.0,AirTran Airways Corporation
31631,-10.0,Delta Air Lines Inc.
31632,-8.0,ExpressJet Airlines Inc.
31633,-9.0,American Airlines Inc.
31634,-4.0,ExpressJet Airlines Inc.
31635,-13.0,JetBlue Airways
31636,-31.0,US Airways Inc.
31637,-7.0,ExpressJet Airlines Inc.
31638,-21.0,American Airlines Inc.
31639,-13.0,Southwest Airlines Co.
31640,-38.0,United Air Lines Inc.
31641,-18.0,JetBlue Airways
31642,15.0,JetBlue Airways
31643,-2.0,Envoy Air
31644,-35.0,United Air Lines Inc.
31645,-31.0,US Airways Inc.
31646,-21.0,American Airlines Inc.
31647,-25.0,JetBlue Airways
31648,-23.0,ExpressJet Airlines Inc.
31649,14.0,US Airways Inc.
31650,-22.0,JetBlue Airways
31651,-25.0,JetBlue Airways
31652,-9.0,JetBlue Airways
31653,-19.0,US Airways Inc.
31654,16.0,Delta Air Lines Inc.
31655,-1.0,United Air Lines Inc.
31656,-11.0,US Airways Inc.
31657,-18.0,JetBlue Airways
31658,-44.0,United Air Lines Inc.
31659,-5.0,American Airlines Inc.
31660,-24.0,United Air Lines Inc.
31661,-40.0,JetBlue Airways
31662,-24.0,Delta Air Lines Inc.
31663,-12.0,ExpressJet Airlines Inc.
31664,0.0,JetBlue Airways
31665,-28.0,Delta Air Lines Inc.
31666,-6.0,American Airlines Inc.
31667,-14.0,JetBlue Airways
31668,-14.0,Delta Air Lines Inc.
31669,-8.0,Delta Air Lines Inc.
31670,-9.0,United Air Lines Inc.
31671,-11.0,Southwest Airlines Co.
31672,4.0,American Airlines Inc.
31673,-22.0,Delta Air Lines Inc.
31674,-33.0,American Airlines Inc.
31675,-4.0,Delta Air Lines Inc.
31676,-8.0,Southwest Airlines Co.
31677,-17.0,Delta Air Lines Inc.
31678,-19.0,United Air Lines Inc.
31679,-20.0,American Airlines Inc.
31680,-20.0,United Air Lines Inc.
31681,-30.0,Virgin America
31682,-47.0,Alaska Airlines Inc.
31683,-8.0,ExpressJet Airlines Inc.
31684,-4.0,American Airlines Inc.
31685,-33.0,United Air Lines Inc.
31686,-1.0,US Airways Inc.
31687,-14.0,ExpressJet Airlines Inc.
31688,-55.0,Virgin America
31689,-14.0,JetBlue Airways
31690,22.0,United Air Lines Inc.
31691,-27.0,Delta Air Lines Inc.
31692,-13.0,American Airlines Inc.
31693,5.0,United Air Lines Inc.
31694,25.0,United Air Lines Inc.
31695,21.0,Southwest Airlines Co.
31696,2.0,United Air Lines Inc.
31697,-14.0,ExpressJet Airlines Inc.
31698,-14.0,United Air Lines Inc.
31699,-7.0,ExpressJet Airlines Inc.
31700,-20.0,JetBlue Airways
31701,-34.0,JetBlue Airways
31702,9.0,United Air Lines Inc.
31703,-19.0,American Airlines Inc.
31704,24.0,JetBlue Airways
31705,-44.0,United Air Lines Inc.
31706,-6.0,JetBlue Airways
31707,-22.0,Envoy Air
31708,-35.0,United Air Lines Inc.
31709,-3.0,ExpressJet Airlines Inc.
31710,-12.0,ExpressJet Airlines Inc.
31711,-7.0,ExpressJet Airlines Inc.
31712,-25.0,United Air Lines Inc.
31713,-3.0,United Air Lines Inc.
31714,-20.0,US Airways Inc.
31715,-24.0,JetBlue Airways
31716,7.0,Envoy Air
31717,-28.0,Endeavor Air Inc.
31718,-3.0,JetBlue Airways
31719,-6.0,Southwest Airlines Co.
31720,-28.0,American Airlines Inc.
31721,-2.0,American Airlines Inc.
31722,-25.0,Endeavor Air Inc.
31723,-14.0,ExpressJet Airlines Inc.
31724,-19.0,American Airlines Inc.
31725,-16.0,JetBlue Airways
31726,7.0,Delta Air Lines Inc.
31727,-40.0,Delta Air Lines Inc.
31728,-34.0,American Airlines Inc.
31729,-4.0,United Air Lines Inc.
31730,-25.0,Delta Air Lines Inc.
31731,16.0,Delta Air Lines Inc.
31732,-32.0,Delta Air Lines Inc.
31733,-12.0,United Air Lines Inc.
31734,3.0,Endeavor Air Inc.
31735,-2.0,Endeavor Air Inc.
31737,-13.0,Delta Air Lines Inc.
31738,-20.0,United Air Lines Inc.
31739,-8.0,Endeavor Air Inc.
31740,-5.0,Envoy Air
31741,-13.0,United Air Lines Inc.
31742,-8.0,Endeavor Air Inc.
31743,-6.0,Delta Air Lines Inc.
31744,-26.0,Endeavor Air Inc.
31745,-22.0,JetBlue Airways
31746,-18.0,Delta Air Lines Inc.
31747,-32.0,Delta Air Lines Inc.
31748,-26.0,Delta Air Lines Inc.
31749,-21.0,JetBlue Airways
31750,-17.0,ExpressJet Airlines Inc.
31751,-29.0,American Airlines Inc.
31752,6.0,JetBlue Airways
31753,-12.0,Delta Air Lines Inc.
31754,-41.0,United Air Lines Inc.
31755,-12.0,JetBlue Airways
31756,-7.0,US Airways Inc.
31757,-4.0,American Airlines Inc.
31758,-4.0,ExpressJet Airlines Inc.
31759,-10.0,JetBlue Airways
31760,-16.0,US Airways Inc.
31761,0.0,ExpressJet Airlines Inc.
31762,-7.0,JetBlue Airways
31763,-25.0,United Air Lines Inc.
31764,-11.0,American Airlines Inc.
31765,0.0,Envoy Air
31766,-6.0,Endeavor Air Inc.
31767,-15.0,JetBlue Airways
31768,-30.0,Delta Air Lines Inc.
31769,-5.0,ExpressJet Airlines Inc.
31770,-20.0,Endeavor Air Inc.
31771,-13.0,Delta Air Lines Inc.
31772,-3.0,Delta Air Lines Inc.
31773,-20.0,United Air Lines Inc.
31774,0.0,ExpressJet Airlines Inc.
31775,0.0,Endeavor Air Inc.
31776,-3.0,JetBlue Airways
31777,-1.0,United Air Lines Inc.
31778,11.0,ExpressJet Airlines Inc.
31779,-1.0,United Air Lines Inc.
31780,-22.0,United Air Lines Inc.
31781,2.0,ExpressJet Airlines Inc.
31782,6.0,United Air Lines Inc.
31783,-16.0,United Air Lines Inc.
31784,-20.0,Delta Air Lines Inc.
31785,12.0,Envoy Air
31786,-10.0,Endeavor Air Inc.
31787,35.0,Envoy Air
31788,-3.0,United Air Lines Inc.
31789,-27.0,JetBlue Airways
31790,-27.0,Delta Air Lines Inc.
31791,-25.0,JetBlue Airways
31792,-16.0,JetBlue Airways
31793,-6.0,US Airways Inc.
31794,-3.0,Delta Air Lines Inc.
31795,18.0,ExpressJet Airlines Inc.
31796,11.0,United Air Lines Inc.
31797,-3.0,Delta Air Lines Inc.
31798,-6.0,JetBlue Airways
31799,3.0,United Air Lines Inc.
31800,15.0,AirTran Airways Corporation
31801,-30.0,Delta Air Lines Inc.
31802,5.0,American Airlines Inc.
31803,7.0,United Air Lines Inc.
31804,0.0,Delta Air Lines Inc.
31805,-6.0,United Air Lines Inc.
31806,24.0,ExpressJet Airlines Inc.
31807,12.0,ExpressJet Airlines Inc.
31808,-49.0,American Airlines Inc.
31809,-16.0,JetBlue Airways
31810,-7.0,Delta Air Lines Inc.
31811,14.0,United Air Lines Inc.
31812,-15.0,Delta Air Lines Inc.
31813,-38.0,American Airlines Inc.
31814,7.0,American Airlines Inc.
31815,4.0,ExpressJet Airlines Inc.
31816,-12.0,ExpressJet Airlines Inc.
31817,-49.0,Virgin America
31818,-11.0,JetBlue Airways
31819,23.0,United Air Lines Inc.
31820,-20.0,JetBlue Airways
31821,-18.0,JetBlue Airways
31822,2.0,Envoy Air
31823,-8.0,JetBlue Airways
31824,4.0,JetBlue Airways
31825,-9.0,ExpressJet Airlines Inc.
31826,-10.0,Endeavor Air Inc.
31827,8.0,United Air Lines Inc.
31828,2.0,United Air Lines Inc.
31829,3.0,Southwest Airlines Co.
31830,-30.0,JetBlue Airways
31831,10.0,Southwest Airlines Co.
31832,-11.0,American Airlines Inc.
31833,14.0,Southwest Airlines Co.
31834,4.0,ExpressJet Airlines Inc.
31835,-13.0,ExpressJet Airlines Inc.
31836,17.0,Delta Air Lines Inc.
31837,-20.0,American Airlines Inc.
31838,-9.0,United Air Lines Inc.
31839,47.0,ExpressJet Airlines Inc.
31840,-26.0,Virgin America
31841,-15.0,ExpressJet Airlines Inc.
31842,-32.0,Endeavor Air Inc.
31843,-5.0,United Air Lines Inc.
31844,-2.0,American Airlines Inc.
31845,-11.0,United Air Lines Inc.
31846,20.0,ExpressJet Airlines Inc.
31847,-9.0,United Air Lines Inc.
31848,-6.0,Delta Air Lines Inc.
31849,-6.0,ExpressJet Airlines Inc.
31850,-35.0,Hawaiian Airlines Inc.
31851,-2.0,JetBlue Airways
31852,7.0,US Airways Inc.
31853,-26.0,United Air Lines Inc.
31854,-12.0,Envoy Air
31855,5.0,Envoy Air
31856,-19.0,Delta Air Lines Inc.
31857,-26.0,ExpressJet Airlines Inc.
31858,-20.0,ExpressJet Airlines Inc.
31859,-4.0,US Airways Inc.
31860,-20.0,JetBlue Airways
31861,-20.0,JetBlue Airways
31862,-42.0,US Airways Inc.
31863,-14.0,American Airlines Inc.
31864,-37.0,Delta Air Lines Inc.
31865,-12.0,ExpressJet Airlines Inc.
31866,-15.0,JetBlue Airways
31867,-9.0,ExpressJet Airlines Inc.
31868,-23.0,Virgin America
31869,-17.0,United Air Lines Inc.
31870,-16.0,American Airlines Inc.
31872,-6.0,Delta Air Lines Inc.
31873,-21.0,American Airlines Inc.
31874,-4.0,United Air Lines Inc.
31875,-10.0,US Airways Inc.
31876,-20.0,ExpressJet Airlines Inc.
31877,20.0,ExpressJet Airlines Inc.
31878,-23.0,American Airlines Inc.
31879,28.0,ExpressJet Airlines Inc.
31880,-29.0,JetBlue Airways
31881,-39.0,Virgin America
31882,22.0,United Air Lines Inc.
31883,-8.0,JetBlue Airways
31884,-27.0,United Air Lines Inc.
31885,-11.0,JetBlue Airways
31886,-19.0,ExpressJet Airlines Inc.
31887,-19.0,ExpressJet Airlines Inc.
31888,27.0,JetBlue Airways
31889,-26.0,Envoy Air
31890,-23.0,US Airways Inc.
31891,-19.0,Delta Air Lines Inc.
31892,-16.0,United Air Lines Inc.
31894,-28.0,Delta Air Lines Inc.
31895,-12.0,United Air Lines Inc.
31896,-29.0,Delta Air Lines Inc.
31897,-8.0,ExpressJet Airlines Inc.
31898,-11.0,JetBlue Airways
31899,-29.0,Delta Air Lines Inc.
31900,-27.0,Southwest Airlines Co.
31901,-29.0,Delta Air Lines Inc.
31902,-14.0,Envoy Air
31903,-9.0,Southwest Airlines Co.
31904,-23.0,Endeavor Air Inc.
31905,-44.0,American Airlines Inc.
31906,-26.0,United Air Lines Inc.
31907,-24.0,Envoy Air
31908,-28.0,Delta Air Lines Inc.
31909,-29.0,United Air Lines Inc.
31910,-19.0,ExpressJet Airlines Inc.
31911,-13.0,ExpressJet Airlines Inc.
31912,49.0,Envoy Air
31913,13.0,Delta Air Lines Inc.
31914,-17.0,Endeavor Air Inc.
31915,-29.0,American Airlines Inc.
31916,-6.0,JetBlue Airways
31917,-11.0,Delta Air Lines Inc.
31918,-32.0,ExpressJet Airlines Inc.
31919,-15.0,United Air Lines Inc.
31920,-17.0,US Airways Inc.
31921,19.0,JetBlue Airways
31922,-7.0,JetBlue Airways
31923,0.0,ExpressJet Airlines Inc.
31924,-10.0,United Air Lines Inc.
31925,-17.0,Delta Air Lines Inc.
31926,-38.0,Delta Air Lines Inc.
31927,-31.0,US Airways Inc.
31928,-49.0,United Air Lines Inc.
31929,-17.0,JetBlue Airways
31930,-28.0,United Air Lines Inc.
31931,-18.0,US Airways Inc.
31932,-39.0,Southwest Airlines Co.
31933,-38.0,American Airlines Inc.
31934,-20.0,American Airlines Inc.
31935,-21.0,Envoy Air
31936,7.0,JetBlue Airways
31937,-40.0,United Air Lines Inc.
31938,-3.0,ExpressJet Airlines Inc.
31939,-6.0,Delta Air Lines Inc.
31940,-7.0,Delta Air Lines Inc.
31941,-7.0,United Air Lines Inc.
31942,-7.0,ExpressJet Airlines Inc.
31943,-19.0,ExpressJet Airlines Inc.
31944,-8.0,Envoy Air
31945,-34.0,United Air Lines Inc.
31946,5.0,US Airways Inc.
31947,-6.0,Southwest Airlines Co.
31948,-36.0,Endeavor Air Inc.
31949,-43.0,Delta Air Lines Inc.
31950,-14.0,Envoy Air
31951,6.0,American Airlines Inc.
31952,-9.0,Envoy Air
31953,-8.0,American Airlines Inc.
31954,18.0,Envoy Air
31955,19.0,ExpressJet Airlines Inc.
31956,-4.0,JetBlue Airways
31957,-24.0,Envoy Air
31958,-16.0,Southwest Airlines Co.
31959,32.0,Endeavor Air Inc.
31960,6.0,Envoy Air
31961,-19.0,American Airlines Inc.
31962,13.0,JetBlue Airways
31963,-48.0,United Air Lines Inc.
31964,5.0,Delta Air Lines Inc.
31965,-6.0,United Air Lines Inc.
31966,-4.0,ExpressJet Airlines Inc.
31967,-26.0,United Air Lines Inc.
31968,-19.0,ExpressJet Airlines Inc.
31969,3.0,JetBlue Airways
31970,78.0,Envoy Air
31971,16.0,JetBlue Airways
31972,-2.0,ExpressJet Airlines Inc.
31973,-22.0,American Airlines Inc.
31974,1.0,American Airlines Inc.
31975,-32.0,United Air Lines Inc.
31976,-38.0,United Air Lines Inc.
31977,-11.0,Delta Air Lines Inc.
31978,-31.0,United Air Lines Inc.
31979,-7.0,Southwest Airlines Co.
31980,-5.0,Southwest Airlines Co.
31981,-17.0,US Airways Inc.
31982,-23.0,Delta Air Lines Inc.
31983,-21.0,American Airlines Inc.
31984,-9.0,JetBlue Airways
31985,-11.0,ExpressJet Airlines Inc.
31986,-19.0,ExpressJet Airlines Inc.
31987,-33.0,United Air Lines Inc.
31988,23.0,ExpressJet Airlines Inc.
31989,-15.0,US Airways Inc.
31990,-3.0,JetBlue Airways
31991,-28.0,Virgin America
31992,-11.0,Southwest Airlines Co.
31993,-21.0,United Air Lines Inc.
31994,-26.0,ExpressJet Airlines Inc.
31995,8.0,JetBlue Airways
31996,-21.0,Delta Air Lines Inc.
31997,-18.0,Virgin America
31998,-24.0,United Air Lines Inc.
31999,-11.0,ExpressJet Airlines Inc.
32000,-34.0,ExpressJet Airlines Inc.
32001,26.0,JetBlue Airways
32002,13.0,Southwest Airlines Co.
32003,-33.0,ExpressJet Airlines Inc.
32004,-14.0,US Airways Inc.
32005,-17.0,ExpressJet Airlines Inc.
32006,-4.0,ExpressJet Airlines Inc.
32007,-9.0,United Air Lines Inc.
32008,29.0,Endeavor Air Inc.
32009,8.0,ExpressJet Airlines Inc.
32010,3.0,AirTran Airways Corporation
32011,-8.0,ExpressJet Airlines Inc.
32012,-11.0,JetBlue Airways
32013,-24.0,JetBlue Airways
32014,0.0,Delta Air Lines Inc.
32015,-15.0,US Airways Inc.
32016,-21.0,United Air Lines Inc.
32017,-23.0,JetBlue Airways
32018,13.0,Envoy Air
32019,32.0,American Airlines Inc.
32020,-26.0,United Air Lines Inc.
32021,-13.0,JetBlue Airways
32022,-9.0,Frontier Airlines Inc.
32023,-6.0,Envoy Air
32024,-3.0,United Air Lines Inc.
32025,-10.0,JetBlue Airways
32026,-20.0,Delta Air Lines Inc.
32027,-17.0,Envoy Air
32028,-31.0,United Air Lines Inc.
32029,-7.0,US Airways Inc.
32030,-37.0,ExpressJet Airlines Inc.
32031,-32.0,American Airlines Inc.
32032,-4.0,JetBlue Airways
32033,-18.0,Delta Air Lines Inc.
32034,-17.0,ExpressJet Airlines Inc.
32035,-1.0,ExpressJet Airlines Inc.
32036,-12.0,JetBlue Airways
32037,-9.0,JetBlue Airways
32038,11.0,Delta Air Lines Inc.
32039,-14.0,Envoy Air
32040,-15.0,US Airways Inc.
32041,-22.0,JetBlue Airways
32042,-10.0,United Air Lines Inc.
32043,-18.0,US Airways Inc.
32044,12.0,ExpressJet Airlines Inc.
32045,-3.0,Southwest Airlines Co.
32046,-28.0,JetBlue Airways
32047,-2.0,JetBlue Airways
32048,-3.0,US Airways Inc.
32049,-25.0,ExpressJet Airlines Inc.
32050,5.0,American Airlines Inc.
32051,0.0,United Air Lines Inc.
32052,14.0,US Airways Inc.
32054,-20.0,JetBlue Airways
32055,-7.0,American Airlines Inc.
32056,-11.0,ExpressJet Airlines Inc.
32057,-2.0,ExpressJet Airlines Inc.
32058,-16.0,Delta Air Lines Inc.
32059,-15.0,AirTran Airways Corporation
32060,20.0,Envoy Air
32061,-6.0,United Air Lines Inc.
32062,-9.0,Southwest Airlines Co.
32063,-2.0,ExpressJet Airlines Inc.
32064,13.0,American Airlines Inc.
32065,18.0,American Airlines Inc.
32066,3.0,United Air Lines Inc.
32067,-2.0,American Airlines Inc.
32068,-30.0,United Air Lines Inc.
32069,-19.0,JetBlue Airways
32070,12.0,Envoy Air
32071,6.0,Southwest Airlines Co.
32072,-18.0,Endeavor Air Inc.
32073,-16.0,JetBlue Airways
32074,-2.0,ExpressJet Airlines Inc.
32075,-11.0,JetBlue Airways
32076,-17.0,ExpressJet Airlines Inc.
32077,1.0,ExpressJet Airlines Inc.
32078,-15.0,Delta Air Lines Inc.
32079,-3.0,United Air Lines Inc.
32080,-9.0,United Air Lines Inc.
32081,-28.0,United Air Lines Inc.
32082,-8.0,Delta Air Lines Inc.
32083,-14.0,JetBlue Airways
32084,-28.0,Endeavor Air Inc.
32085,-2.0,Delta Air Lines Inc.
32086,-20.0,JetBlue Airways
32087,-15.0,US Airways Inc.
32088,-44.0,Endeavor Air Inc.
32089,-38.0,Endeavor Air Inc.
32090,0.0,Delta Air Lines Inc.
32091,-40.0,United Air Lines Inc.
32092,-30.0,United Air Lines Inc.
32093,7.0,Envoy Air
32094,-25.0,United Air Lines Inc.
32095,-12.0,Endeavor Air Inc.
32096,-10.0,Envoy Air
32097,1.0,United Air Lines Inc.
32098,-24.0,ExpressJet Airlines Inc.
32099,-18.0,JetBlue Airways
32100,11.0,Delta Air Lines Inc.
32101,-22.0,United Air Lines Inc.
32102,-17.0,Envoy Air
32103,-18.0,US Airways Inc.
32104,3.0,Envoy Air
32105,-36.0,Delta Air Lines Inc.
32106,-15.0,JetBlue Airways
32107,-14.0,Delta Air Lines Inc.
32108,-7.0,US Airways Inc.
32109,-18.0,ExpressJet Airlines Inc.
32110,-10.0,Envoy Air
32111,-29.0,United Air Lines Inc.
32112,-9.0,JetBlue Airways
32113,-46.0,Delta Air Lines Inc.
32114,0.0,ExpressJet Airlines Inc.
32115,4.0,United Air Lines Inc.
32116,-19.0,United Air Lines Inc.
32117,-20.0,JetBlue Airways
32118,-16.0,United Air Lines Inc.
32119,-6.0,American Airlines Inc.
32120,-32.0,Envoy Air
32121,5.0,ExpressJet Airlines Inc.
32122,-30.0,American Airlines Inc.
32123,-18.0,Endeavor Air Inc.
32124,-10.0,American Airlines Inc.
32125,-10.0,American Airlines Inc.
32126,3.0,United Air Lines Inc.
32127,-18.0,Envoy Air
32128,-7.0,ExpressJet Airlines Inc.
32129,23.0,American Airlines Inc.
32130,13.0,ExpressJet Airlines Inc.
32131,-12.0,Delta Air Lines Inc.
32132,34.0,ExpressJet Airlines Inc.
32133,-31.0,United Air Lines Inc.
32134,-5.0,ExpressJet Airlines Inc.
32135,-12.0,American Airlines Inc.
32136,-10.0,ExpressJet Airlines Inc.
32137,13.0,American Airlines Inc.
32138,-4.0,ExpressJet Airlines Inc.
32139,37.0,Envoy Air
32140,-13.0,ExpressJet Airlines Inc.
32141,24.0,ExpressJet Airlines Inc.
32142,-13.0,Delta Air Lines Inc.
32143,-12.0,ExpressJet Airlines Inc.
32144,34.0,JetBlue Airways
32145,2.0,Delta Air Lines Inc.
32146,-1.0,United Air Lines Inc.
32147,-33.0,American Airlines Inc.
32148,-25.0,United Air Lines Inc.
32149,18.0,ExpressJet Airlines Inc.
32150,-23.0,United Air Lines Inc.
32151,-6.0,ExpressJet Airlines Inc.
32152,-21.0,American Airlines Inc.
32153,11.0,United Air Lines Inc.
32154,-16.0,US Airways Inc.
32155,14.0,US Airways Inc.
32156,-17.0,Envoy Air
32157,-21.0,Endeavor Air Inc.
32158,47.0,American Airlines Inc.
32159,-22.0,Southwest Airlines Co.
32160,-31.0,United Air Lines Inc.
32161,6.0,ExpressJet Airlines Inc.
32162,-2.0,JetBlue Airways
32163,3.0,United Air Lines Inc.
32164,32.0,Envoy Air
32165,-24.0,Delta Air Lines Inc.
32166,-16.0,Southwest Airlines Co.
32167,2.0,Envoy Air
32168,27.0,United Air Lines Inc.
32169,-9.0,JetBlue Airways
32170,-35.0,United Air Lines Inc.
32171,-28.0,Endeavor Air Inc.
32172,-22.0,United Air Lines Inc.
32173,-17.0,ExpressJet Airlines Inc.
32174,-22.0,Envoy Air
32175,-21.0,Endeavor Air Inc.
32176,-19.0,JetBlue Airways
32177,36.0,Delta Air Lines Inc.
32178,-13.0,Endeavor Air Inc.
32179,-20.0,United Air Lines Inc.
32180,12.0,US Airways Inc.
32181,-9.0,US Airways Inc.
32182,-10.0,United Air Lines Inc.
32183,-11.0,Delta Air Lines Inc.
32184,-9.0,Delta Air Lines Inc.
32185,43.0,Envoy Air
32186,-6.0,American Airlines Inc.
32187,40.0,JetBlue Airways
32188,-27.0,Delta Air Lines Inc.
32189,-9.0,American Airlines Inc.
32190,-14.0,JetBlue Airways
32191,-23.0,Endeavor Air Inc.
32192,22.0,Delta Air Lines Inc.
32193,-26.0,American Airlines Inc.
32194,6.0,Delta Air Lines Inc.
32195,-2.0,ExpressJet Airlines Inc.
32196,24.0,Delta Air Lines Inc.
32197,-13.0,Endeavor Air Inc.
32198,6.0,Envoy Air
32199,17.0,ExpressJet Airlines Inc.
32200,75.0,ExpressJet Airlines Inc.
32201,4.0,ExpressJet Airlines Inc.
32202,-1.0,American Airlines Inc.
32203,-35.0,US Airways Inc.
32204,-12.0,United Air Lines Inc.
32205,-7.0,Mesa Airlines Inc.
32206,-8.0,American Airlines Inc.
32207,-27.0,JetBlue Airways
32208,-19.0,Delta Air Lines Inc.
32209,-21.0,United Air Lines Inc.
32210,-10.0,Envoy Air
32211,-34.0,JetBlue Airways
32212,-31.0,JetBlue Airways
32213,-15.0,ExpressJet Airlines Inc.
32214,5.0,Delta Air Lines Inc.
32215,-1.0,JetBlue Airways
32216,-18.0,Envoy Air
32217,-24.0,American Airlines Inc.
32218,-43.0,JetBlue Airways
32219,-7.0,Delta Air Lines Inc.
32220,50.0,Delta Air Lines Inc.
32221,-39.0,Delta Air Lines Inc.
32222,12.0,Endeavor Air Inc.
32223,-27.0,American Airlines Inc.
32224,-20.0,Envoy Air
32225,-11.0,US Airways Inc.
32226,-9.0,ExpressJet Airlines Inc.
32227,-21.0,Virgin America
32228,13.0,ExpressJet Airlines Inc.
32229,-32.0,JetBlue Airways
32230,-2.0,ExpressJet Airlines Inc.
32231,-8.0,JetBlue Airways
32232,-20.0,US Airways Inc.
32233,3.0,Endeavor Air Inc.
32234,-29.0,Endeavor Air Inc.
32235,-25.0,Delta Air Lines Inc.
32236,-27.0,United Air Lines Inc.
32237,-26.0,US Airways Inc.
32238,32.0,ExpressJet Airlines Inc.
32239,-33.0,American Airlines Inc.
32240,-25.0,Delta Air Lines Inc.
32241,-14.0,United Air Lines Inc.
32242,7.0,Delta Air Lines Inc.
32243,-22.0,Delta Air Lines Inc.
32244,-9.0,American Airlines Inc.
32245,-14.0,United Air Lines Inc.
32246,-25.0,United Air Lines Inc.
32247,-5.0,Southwest Airlines Co.
32248,-29.0,United Air Lines Inc.
32249,-18.0,JetBlue Airways
32250,-3.0,ExpressJet Airlines Inc.
32251,2.0,JetBlue Airways
32252,-7.0,JetBlue Airways
32253,54.0,United Air Lines Inc.
32254,-23.0,United Air Lines Inc.
32255,-14.0,Virgin America
32256,36.0,American Airlines Inc.
32257,24.0,ExpressJet Airlines Inc.
32258,4.0,Envoy Air
32259,11.0,Delta Air Lines Inc.
32260,11.0,Delta Air Lines Inc.
32261,-20.0,American Airlines Inc.
32262,-24.0,Envoy Air
32263,-16.0,United Air Lines Inc.
32264,-18.0,United Air Lines Inc.
32265,-27.0,United Air Lines Inc.
32266,-2.0,ExpressJet Airlines Inc.
32267,-11.0,American Airlines Inc.
32268,88.0,Delta Air Lines Inc.
32269,-25.0,US Airways Inc.
32270,-13.0,United Air Lines Inc.
32271,-30.0,United Air Lines Inc.
32272,-12.0,ExpressJet Airlines Inc.
32273,94.0,Envoy Air
32274,-11.0,Frontier Airlines Inc.
32275,36.0,JetBlue Airways
32276,-23.0,Delta Air Lines Inc.
32277,-37.0,Virgin America
32278,3.0,JetBlue Airways
32279,-20.0,Delta Air Lines Inc.
32280,-26.0,United Air Lines Inc.
32281,-2.0,JetBlue Airways
32282,-33.0,Mesa Airlines Inc.
32283,-2.0,United Air Lines Inc.
32284,-5.0,Southwest Airlines Co.
32285,-5.0,American Airlines Inc.
32286,5.0,JetBlue Airways
32287,51.0,ExpressJet Airlines Inc.
32288,20.0,ExpressJet Airlines Inc.
32289,17.0,American Airlines Inc.
32290,-4.0,ExpressJet Airlines Inc.
32291,-10.0,ExpressJet Airlines Inc.
32292,-20.0,ExpressJet Airlines Inc.
32293,-12.0,American Airlines Inc.
32294,-8.0,JetBlue Airways
32295,37.0,United Air Lines Inc.
32296,16.0,United Air Lines Inc.
32297,22.0,United Air Lines Inc.
32298,-17.0,Southwest Airlines Co.
32299,0.0,ExpressJet Airlines Inc.
32300,11.0,US Airways Inc.
32301,36.0,AirTran Airways Corporation
